user_id,subscription_plan,tenure_months,monthly_charges,total_charges,num_logins_30d,support_tickets,avg_session_min,features_used,payment_delays,referrals_made,churned,churn_probability,risk_tier,engagement_score,is_high_value,churn_risk_band,revenue_at_risk,at_risk_signal
USER008405,Basic,65,44.36,2883.4,38,2,50.7,10,1,6,0,0.0604,Low,30.01,0,Low,2.68,0
USER008406,Basic,51,38.73,1975.23,52,4,93.1,11,3,3,0,0.1599,Low,46.63,0,Low,6.19,0
USER008407,Premium,62,102.38,6347.56,5,2,97.4,16,1,2,0,0.3963,Medium,34.92,1,Medium,40.57,0
USER008408,Standard,57,76.07,4335.99,10,4,81.6,7,1,7,0,0.016,Low,30.18,1,Low,1.22,0
USER008409,Basic,59,35.96,2121.64,21,9,114.3,1,1,2,0,0.0824,Low,41.09,0,Low,2.96,0
USER008410,Premium,43,80.7,3470.1,22,0,48.2,19,3,0,1,0.4701,Medium,25.86,1,Medium,37.94,0
USER008411,Premium,35,126.9,4441.5,1,1,51.0,9,4,7,1,0.4456,Medium,19.0,1,Medium,56.55,1
USER008412,Basic,16,34.49,551.84,37,9,63.9,10,4,1,0,0.2301,Medium,32.47,0,Medium,7.94,0
USER008413,Basic,38,39.12,1486.56,38,0,92.2,1,0,6,0,0.0705,Low,40.86,0,Low,2.76,0
USER008414,Premium,24,101.04,2424.96,47,8,102.2,9,0,6,1,0.3448,Medium,47.36,1,Medium,34.84,0
USER008415,Basic,55,29.87,1642.85,46,7,50.5,16,3,9,0,0.1168,Low,33.35,0,Low,3.49,0
USER008416,Premium,11,99.0,1089.0,14,6,44.3,12,0,2,0,0.5278,High,20.49,0,High,52.25,0
USER008417,Basic,55,36.29,1995.95,4,3,49.4,11,3,1,1,0.0704,Low,19.02,0,Low,2.55,0
USER008418,Standard,44,57.28,2520.32,50,6,96.5,9,2,7,0,0.0139,Low,46.85,1,Low,0.8,0
USER008419,Premium,33,97.08,3203.64,33,6,70.8,5,0,0,0,0.4428,Medium,32.54,1,Medium,42.99,0
USER008420,Basic,36,44.45,1600.2,53,2,29.5,4,2,5,1,0.2712,Medium,26.85,0,Medium,12.05,0
USER008421,Premium,1,108.38,108.38,30,2,38.0,15,3,7,1,0.8487,Critical,24.9,0,Critical,91.98,0
USER008422,Premium,62,101.5,6293.0,35,1,67.9,3,2,3,1,0.5639,High,32.67,1,High,57.24,0
USER008423,Premium,50,103.15,5157.5,46,7,62.7,19,1,6,1,0.5415,High,37.31,1,High,55.86,0
USER008424,Standard,22,64.37,1416.14,59,8,72.1,12,1,4,0,0.18,Low,42.33,1,Low,11.59,0
USER008425,Premium,40,80.14,3205.6,8,5,64.5,13,0,3,0,0.3265,Medium,25.15,1,Medium,26.17,0
USER008426,Standard,9,63.35,570.15,31,4,24.6,7,1,1,0,0.1465,Low,18.78,0,Low,9.28,0
USER008427,Standard,52,74.56,3877.12,53,7,26.2,9,2,5,0,0.0772,Low,26.36,1,Low,5.76,0
USER008428,Premium,38,109.95,4178.1,44,0,24.2,4,3,7,0,0.3034,Medium,22.96,1,Medium,33.36,0
USER008429,Standard,64,62.4,3993.6,56,4,65.0,5,4,8,0,0.1739,Low,38.7,1,Low,10.85,0
USER008430,Basic,49,47.59,2331.91,46,7,51.9,5,3,0,0,0.0756,Low,30.67,0,Low,3.6,0
USER008431,Basic,50,29.77,1488.5,40,1,61.1,19,2,4,0,0.0032,Low,35.43,0,Low,0.1,0
USER008432,Premium,16,123.75,1980.0,19,4,24.7,3,3,2,0,0.4269,Medium,14.51,1,Medium,52.83,0
USER008433,Basic,30,31.21,936.3,57,8,4.4,13,1,3,0,0.1713,Low,21.52,0,Low,5.35,0
USER008434,Basic,13,45.57,592.41,26,8,67.8,12,4,6,0,0.1734,Low,31.34,0,Low,7.9,0
USER008435,Premium,36,82.97,2986.92,9,1,84.4,9,2,5,0,0.4072,Medium,31.22,1,Medium,33.79,0
USER008436,Standard,25,63.58,1589.5,31,1,111.7,13,4,3,0,0.082,Low,46.61,1,Low,5.21,0
USER008437,Standard,45,62.25,2801.25,33,7,73.6,16,4,4,0,0.1921,Low,35.88,1,Low,11.96,0
USER008438,Standard,17,65.78,1118.26,16,3,57.8,19,2,9,0,0.1015,Low,27.54,1,Low,6.68,0
USER008439,Standard,63,69.43,4374.09,16,0,2.2,2,2,5,0,0.1322,Low,7.36,1,Low,9.18,0
USER008440,Standard,2,74.34,148.68,0,1,8.7,12,2,7,1,0.6779,High,6.61,0,High,50.4,1
USER008441,Basic,23,45.54,1047.42,27,2,63.3,18,4,8,0,0.2449,Medium,32.29,0,Medium,11.15,0
USER008442,Basic,52,39.96,2077.92,33,1,89.8,4,3,2,1,0.0631,Low,38.74,0,Low,2.52,0
USER008443,Standard,47,61.47,2889.09,47,5,38.0,3,2,0,0,0.2563,Medium,26.6,1,Medium,15.75,0
USER008444,Standard,15,71.13,1066.95,21,5,42.8,3,2,5,0,0.0413,Low,20.74,1,Low,2.94,0
USER008445,Basic,46,46.51,2139.46,5,1,68.2,11,4,4,0,0.0706,Low,25.46,0,Low,3.28,0
USER008446,Basic,7,35.8,250.6,38,6,44.0,14,2,6,0,0.0738,Low,28.4,0,Low,2.64,0
USER008447,Basic,34,35.78,1216.52,41,9,85.3,10,0,2,1,0.2501,Medium,40.19,0,Medium,8.95,0
USER008448,Basic,29,48.18,1397.22,37,1,4.7,9,0,7,0,0.0243,Low,15.91,0,Low,1.17,0
USER008449,Standard,21,59.35,1246.35,42,7,9.3,5,4,6,0,0.1655,Low,17.29,1,Low,9.82,0
USER008450,Standard,61,74.51,4545.11,56,4,15.6,17,2,0,0,0.1306,Low,25.48,1,Low,9.73,0
USER008451,Standard,23,60.43,1389.89,49,3,66.0,5,0,0,0,0.2814,Medium,36.2,1,Medium,17.01,0
USER008452,Premium,15,98.27,1474.05,14,9,24.0,17,4,8,1,0.4603,Medium,15.7,1,Medium,45.23,0
USER008453,Standard,9,66.95,602.55,41,4,73.1,15,2,1,0,0.1958,Low,37.93,0,Low,13.11,0
USER008454,Standard,37,63.29,2341.73,4,1,84.8,16,2,7,0,0.196,Low,31.44,1,Low,12.4,0
USER008455,Basic,30,42.1,1263.0,16,7,65.3,15,4,0,0,0.0255,Low,27.69,0,Low,1.07,0
USER008456,Premium,17,127.28,2163.76,57,7,95.9,10,2,8,0,0.3696,Medium,48.97,1,Medium,47.04,0
USER008457,Basic,63,35.6,2242.8,0,1,96.8,18,1,2,1,0.2194,Medium,33.74,0,Medium,7.81,0
USER008458,Basic,40,37.32,1492.8,11,7,98.9,12,4,1,1,0.248,Medium,35.77,0,Medium,9.26,0
USER008459,Standard,69,52.77,3641.13,19,9,99.0,1,0,8,0,0.1839,Low,36.5,0,Low,9.7,0
USER008460,Basic,60,43.98,2638.8,23,4,89.1,19,1,1,0,0.0077,Low,38.13,0,Low,0.34,0
USER008461,Premium,27,108.91,2940.57,27,9,48.6,17,0,4,0,0.4209,Medium,26.58,1,Medium,45.84,0
USER008462,Premium,54,101.37,5473.98,20,0,106.1,14,0,7,0,0.3346,Medium,42.33,1,Medium,33.92,0
USER008463,Basic,27,36.88,995.76,22,8,60.0,12,0,3,0,0.0504,Low,27.5,0,Low,1.86,0
USER008464,Premium,51,113.18,5772.18,42,7,24.6,19,4,1,1,0.5605,High,24.18,1,High,63.44,0
USER008465,Basic,3,40.55,121.65,51,6,12.9,8,3,2,1,0.6584,High,21.37,0,High,26.7,0
USER008466,Standard,48,52.71,2530.08,10,5,80.1,17,3,0,0,0.0401,Low,30.93,0,Low,2.11,0
USER008467,Standard,40,51.11,2044.4,55,9,47.0,11,0,7,0,0.1151,Low,33.6,0,Low,5.88,0
USER008468,Basic,27,40.39,1090.53,15,0,63.0,7,4,1,0,0.0128,Low,25.9,0,Low,0.52,0
USER008469,Standard,39,61.14,2384.46,46,2,75.2,15,2,1,0,0.2513,Medium,40.26,1,Medium,15.36,0
USER008470,Standard,27,57.82,1561.14,46,6,98.1,3,4,6,0,0.0457,Low,44.83,1,Low,2.64,0
USER008471,Premium,14,113.41,1587.74,31,5,65.9,12,0,0,1,0.5731,High,31.97,1,High,65.0,0
USER008472,Standard,35,71.65,2507.75,48,0,44.5,18,4,5,1,0.1845,Low,32.85,1,Low,13.22,0
USER008473,Basic,9,35.11,315.99,28,0,18.8,16,2,0,0,0.2649,Medium,18.24,0,Medium,9.3,0
USER008474,Premium,22,104.18,2291.96,17,4,42.3,16,0,5,0,0.3504,Medium,22.09,1,Medium,36.5,0
USER008475,Basic,4,36.95,147.8,29,1,80.6,18,0,6,0,0.6187,High,37.98,0,High,22.86,0
USER008476,Basic,4,39.75,159.0,7,1,3.4,15,0,9,0,0.4991,Medium,7.92,0,Medium,19.84,0
USER008477,Premium,25,123.71,3092.75,10,9,79.8,7,0,9,0,0.5011,High,29.34,1,High,61.99,0
USER008478,Standard,19,72.19,1371.61,39,3,106.3,1,4,0,1,0.2531,Medium,44.49,1,Medium,18.27,0
USER008479,Basic,70,39.04,2732.8,39,4,54.9,2,2,1,1,0.1672,Low,29.27,0,Low,6.53,0
USER008480,Basic,40,41.07,1642.8,8,7,32.6,1,2,3,0,0.153,Low,12.98,0,Low,6.28,0
USER008481,Premium,25,86.39,2159.75,55,2,28.8,15,1,7,0,0.5589,High,29.64,1,High,48.28,0
USER008482,Standard,41,63.66,2610.06,55,9,18.1,16,3,2,0,0.1337,Low,25.43,1,Low,8.51,0
USER008483,Basic,30,32.19,965.7,40,4,61.1,18,2,1,0,0.1429,Low,34.63,0,Low,4.6,0
USER008484,Basic,37,33.19,1228.03,23,2,20.2,18,2,1,0,0.1684,Low,17.46,0,Low,5.59,0
USER008485,Standard,22,68.53,1507.66,39,1,93.1,15,2,9,0,0.0245,Low,44.43,1,Low,1.68,0
USER008486,Basic,27,35.61,961.47,42,4,34.6,17,2,2,0,0.2552,Medium,27.18,0,Medium,9.09,0
USER008487,Standard,16,67.85,1085.6,23,1,114.7,9,3,1,0,0.1059,Low,44.11,1,Low,7.19,0
USER008488,Basic,49,44.82,2196.18,28,5,86.6,15,4,4,0,0.076,Low,38.28,0,Low,3.41,0
USER008489,Basic,36,35.0,1260.0,9,1,34.7,3,0,4,0,0.1504,Low,15.01,0,Low,5.26,0
USER008490,Standard,32,52.11,1667.52,0,4,10.2,2,1,4,0,0.0522,Low,4.46,0,Low,2.72,0
USER008491,Standard,22,49.47,1088.34,44,4,52.7,13,2,7,0,0.0459,Low,32.91,0,Low,2.27,0
USER008492,Premium,48,104.15,4999.2,57,1,57.4,10,2,1,1,0.3576,Medium,37.32,1,Medium,37.24,0
USER008493,Basic,62,35.84,2222.08,25,5,81.4,1,2,2,0,0.2741,Medium,32.82,0,Medium,9.82,0
USER008494,Premium,62,101.92,6319.04,23,7,62.3,2,4,7,0,0.412,Medium,26.99,1,Medium,41.99,0
USER008495,Basic,27,38.6,1042.2,46,8,23.7,11,3,2,0,0.2757,Medium,23.51,0,Medium,10.64,0
USER008496,Standard,19,71.37,1356.03,59,3,51.2,12,3,9,0,0.2746,Medium,37.06,1,Medium,19.6,0
USER008497,Basic,26,30.23,785.98,6,5,87.5,19,0,7,0,0.0059,Low,33.05,0,Low,0.18,0
USER008498,Premium,13,106.45,1383.85,37,2,40.8,17,4,5,0,0.3254,Medium,28.04,1,Medium,34.64,0
USER008499,Standard,4,56.35,225.4,7,7,105.1,13,1,0,1,0.6943,High,36.53,0,High,39.12,0
USER008500,Basic,53,44.45,2355.85,34,7,88.1,1,0,2,0,0.2541,Medium,37.33,0,Medium,11.29,0
USER008501,Premium,35,89.59,3135.65,0,6,73.3,8,4,2,1,0.4823,Medium,24.19,1,Medium,43.21,1
USER008502,Basic,61,29.22,1782.42,22,3,39.3,14,3,0,0,0.1,Low,21.89,0,Low,2.92,0
USER008503,Standard,43,78.68,3383.24,13,7,88.9,15,4,1,0,0.281,Medium,33.97,1,Medium,22.11,0
USER008504,Standard,42,61.65,2589.3,15,0,73.2,13,0,3,1,0.2551,Medium,30.36,1,Medium,15.73,0
USER008505,Basic,31,41.03,1271.93,19,9,15.1,19,3,7,0,0.0458,Low,14.83,0,Low,1.88,0
USER008506,Basic,20,45.43,908.6,16,1,64.5,19,3,8,0,0.0465,Low,29.65,0,Low,2.11,0
USER008507,Basic,62,45.09,2795.58,23,5,115.3,3,2,9,0,0.164,Low,43.49,0,Low,7.39,0
USER008508,Standard,4,60.61,242.44,6,0,76.7,12,2,6,0,0.6684,High,28.81,0,High,40.51,0
USER008509,Standard,60,77.75,4665.0,48,3,54.9,10,1,8,0,0.1231,Low,34.37,1,Low,9.57,0
USER008510,Premium,48,80.51,3864.48,4,0,7.9,12,1,5,1,0.5022,High,7.47,1,High,40.43,1
USER008511,Premium,61,121.21,7393.81,40,0,13.3,3,2,0,0,0.3988,Medium,17.59,1,Medium,48.34,0
USER008512,Standard,8,52.02,416.16,22,6,92.7,17,2,2,0,0.146,Low,38.41,0,Low,7.59,0
USER008513,Standard,33,59.99,1979.67,58,5,17.6,19,0,4,0,0.0468,Low,27.38,1,Low,2.81,0
USER008514,Basic,10,44.65,446.5,53,6,34.3,11,1,0,0,0.0617,Low,28.79,0,Low,2.75,0
USER008515,Basic,51,33.1,1688.1,58,8,79.8,4,4,7,0,0.0851,Low,43.04,0,Low,2.82,0
USER008516,Premium,27,104.58,2823.66,41,3,61.3,2,2,1,1,0.4235,Medium,31.89,1,Medium,44.29,0
USER008517,Premium,15,88.61,1329.15,28,9,82.4,13,2,3,0,0.4157,Medium,36.12,1,Medium,36.84,0
USER008518,Basic,54,45.47,2455.38,32,6,25.6,17,0,2,0,0.0955,Low,21.28,0,Low,4.34,0
USER008519,Basic,69,33.59,2317.71,50,6,60.7,7,4,1,0,0.1088,Low,35.11,0,Low,3.65,0
USER008520,Premium,16,94.76,1516.16,21,2,104.8,6,3,9,0,0.4,Medium,40.64,1,Medium,37.9,0
USER008521,Basic,23,47.15,1084.45,5,2,49.3,15,2,8,0,0.0835,Low,20.89,0,Low,3.94,0
USER008522,Standard,38,76.63,2911.94,14,8,68.2,2,3,5,0,0.1185,Low,25.76,1,Low,9.08,0
USER008523,Premium,8,83.31,666.48,18,0,52.0,15,1,5,1,0.5349,High,25.5,0,High,44.56,0
USER008524,Premium,12,125.25,1503.0,14,2,28.4,16,4,3,1,0.3573,Medium,17.02,0,Medium,44.75,0
USER008525,Standard,18,70.73,1273.14,51,7,52.3,14,3,8,0,0.1405,Low,34.89,1,Low,9.94,0
USER008526,Basic,1,46.31,46.31,53,8,110.9,11,4,3,1,0.7018,High,51.87,0,High,32.5,0
USER008527,Basic,34,32.36,1100.24,49,9,88.4,16,1,0,0,0.0653,Low,44.52,0,Low,2.11,0
USER008528,Premium,71,122.97,8730.87,16,9,23.0,4,1,9,1,0.3277,Medium,13.5,1,Medium,40.3,0
USER008529,Standard,38,63.44,2410.72,54,3,21.2,1,2,1,1,0.2029,Medium,23.56,1,Medium,12.87,0
USER008530,Premium,1,107.56,107.56,43,4,0.3,3,1,9,1,0.85,Critical,15.09,0,Critical,91.43,0
USER008531,Standard,30,60.79,1823.7,59,0,59.3,12,0,8,0,0.2139,Medium,39.69,1,Medium,13.0,0
USER008532,Standard,41,59.52,2440.32,14,1,34.9,17,2,7,0,0.2343,Medium,19.67,1,Medium,13.95,0
USER008533,Premium,2,80.57,161.14,42,9,65.3,7,2,2,0,0.7337,High,33.89,0,High,59.11,0
USER008534,Standard,11,74.07,814.77,19,5,74.5,3,1,0,0,0.2342,Medium,29.15,0,Medium,17.35,0
USER008535,Standard,42,55.77,2342.34,31,8,110.4,6,3,0,0,0.1769,Low,43.82,0,Low,9.87,0
USER008536,Basic,27,37.34,1008.18,9,9,110.5,10,0,7,0,0.2496,Medium,38.65,0,Medium,9.32,0
USER008537,Standard,1,72.23,72.23,36,5,47.7,1,4,2,1,0.6036,High,26.01,0,High,43.6,0
USER008538,Premium,2,127.8,255.6,54,3,100.4,15,2,9,0,0.8074,Critical,50.92,0,Critical,103.19,0
USER008539,Standard,10,73.99,739.9,23,7,92.0,16,2,8,0,0.1038,Low,38.8,0,Low,7.68,0
USER008540,Basic,55,36.6,2013.0,9,3,72.9,17,0,9,0,0.1997,Low,29.57,0,Low,7.31,0
USER008541,Standard,39,75.05,2926.95,0,2,61.9,15,4,0,0,0.2157,Medium,22.37,1,Medium,16.19,1
USER008542,Basic,28,31.53,882.84,41,6,15.4,8,3,9,1,0.2334,Medium,19.82,0,Medium,7.36,0
USER008543,Standard,17,69.22,1176.74,32,4,82.8,4,2,9,0,0.1963,Low,36.74,1,Low,13.59,0
USER008544,Standard,21,78.21,1642.41,59,9,77.0,2,3,4,1,0.1688,Low,41.7,1,Low,13.2,0
USER008545,Premium,65,110.92,7209.8,36,3,22.9,6,1,5,0,0.5557,High,20.07,1,High,61.64,0
USER008546,Standard,6,59.51,357.06,34,3,52.6,5,4,7,0,0.0751,Low,28.38,0,Low,4.47,0
USER008547,Premium,24,122.76,2946.24,25,8,11.9,9,3,6,0,0.3817,Medium,13.67,1,Medium,46.86,0
USER008548,Premium,16,82.46,1319.36,33,6,34.8,11,4,2,0,0.4534,Medium,23.14,1,Medium,37.39,0
USER008549,Standard,29,75.82,2198.78,26,5,39.4,1,3,0,0,0.0236,Low,20.32,1,Low,1.79,0
USER008550,Standard,34,50.45,1715.3,1,3,60.0,7,3,5,1,0.2026,Medium,20.9,0,Medium,10.22,0
USER008551,Standard,43,76.85,3304.55,7,1,83.5,7,0,8,0,0.169,Low,30.25,1,Low,12.99,0
USER008552,Basic,52,35.72,1857.44,13,0,101.2,3,1,5,1,0.2546,Medium,36.36,0,Medium,9.09,0
USER008553,Basic,5,33.91,169.55,0,3,46.2,6,1,1,1,0.6293,High,15.86,0,High,21.34,0
USER008554,Standard,11,76.8,844.8,17,7,106.6,12,0,7,0,0.166,Low,40.48,0,Low,12.75,0
USER008555,Basic,58,35.96,2085.68,18,5,92.1,16,2,7,0,0.1447,Low,37.43,0,Low,5.2,0
USER008556,Standard,49,66.83,3274.67,18,7,89.2,17,1,8,0,0.1338,Low,36.66,1,Low,8.94,0
USER008557,Standard,16,57.52,920.32,8,4,65.3,16,2,0,0,0.0802,Low,25.79,1,Low,4.61,0
USER008558,Basic,14,43.8,613.2,32,2,3.6,1,0,1,0,0.2466,Medium,11.78,0,Medium,10.8,0
USER008559,Standard,37,78.29,2896.73,39,1,37.4,15,0,0,1,0.2233,Medium,26.82,1,Medium,17.48,0
USER008560,Basic,21,42.61,894.81,38,5,107.9,6,3,8,0,0.2446,Medium,46.27,0,Medium,10.42,0
USER008561,Standard,14,78.47,1098.58,35,6,6.7,11,3,2,0,0.0564,Low,15.31,1,Low,4.43,0
USER008562,Standard,36,62.65,2255.4,42,7,41.7,7,0,7,0,0.018,Low,27.51,1,Low,1.13,0
USER008563,Standard,63,66.56,4193.28,59,2,85.6,5,1,4,0,0.0833,Low,45.58,1,Low,5.54,0
USER008564,Standard,1,49.8,49.8,57,7,78.0,3,4,1,0,0.4624,Medium,41.5,0,Medium,23.03,0
USER008565,Basic,20,39.38,787.6,30,7,3.7,2,1,4,0,0.1151,Low,11.21,0,Low,4.53,0
USER008566,Premium,16,120.58,1929.28,32,9,80.9,15,1,5,1,0.5495,High,37.47,1,High,66.26,0
USER008567,Basic,60,35.54,2132.4,57,7,10.5,12,0,9,0,0.0645,Low,23.85,0,Low,2.29,0
USER008568,Standard,7,72.48,507.36,29,0,60.4,16,1,4,0,0.0823,Low,31.42,0,Low,5.97,0
USER008569,Basic,9,42.39,381.51,35,3,110.5,18,0,0,0,0.1492,Low,47.95,0,Low,6.32,0
USER008570,Standard,66,62.11,4099.26,23,2,60.4,18,2,8,0,0.0058,Low,30.22,1,Low,0.36,0
USER008571,Standard,45,68.34,3075.3,9,7,68.1,14,2,2,0,0.0343,Low,26.43,1,Low,2.34,0
USER008572,Premium,48,97.65,4687.2,30,3,5.5,12,4,5,0,0.5173,High,14.25,1,High,50.51,0
USER008573,Basic,67,43.72,2929.24,44,9,60.4,15,3,2,1,0.2428,Medium,34.62,0,Medium,10.62,0
USER008574,Basic,65,31.46,2044.9,0,7,49.3,4,2,5,0,0.2451,Medium,16.39,0,Medium,7.71,0
USER008575,Basic,45,44.34,1995.3,43,2,61.1,4,3,5,0,0.2407,Medium,33.33,0,Medium,10.67,0
USER008576,Premium,15,107.91,1618.65,31,9,40.6,6,1,5,0,0.3171,Medium,23.28,1,Medium,34.22,0
USER008577,Basic,52,31.02,1613.04,52,9,50.6,3,4,9,0,0.0871,Low,32.38,0,Low,2.7,0
USER008578,Basic,17,45.83,779.11,52,8,100.0,15,0,0,0,0.0647,Low,48.8,0,Low,2.97,0
USER008579,Premium,7,128.37,898.59,26,3,65.7,13,4,4,0,0.5686,High,31.21,0,High,72.99,0
USER008580,Premium,38,84.58,3214.04,47,8,108.8,3,1,9,1,0.3827,Medium,48.44,1,Medium,32.37,0
USER008581,Premium,50,108.28,5414.0,14,6,111.3,2,2,7,0,0.3117,Medium,39.09,1,Medium,33.75,0
USER008582,Standard,69,54.44,3756.36,15,1,31.0,18,0,7,0,0.2251,Medium,19.0,0,Medium,12.25,0
USER008583,Basic,64,44.42,2842.88,2,6,77.5,4,1,8,0,0.0763,Low,25.85,0,Low,3.39,0
USER008584,Premium,16,90.86,1453.76,1,6,63.4,1,0,0,1,0.4554,Medium,19.92,1,Medium,41.38,1
USER008585,Basic,54,39.72,2144.88,52,5,6.1,4,0,5,0,0.2641,Medium,19.23,0,Medium,10.49,0
USER008586,Standard,20,75.54,1510.8,33,8,109.1,6,0,4,0,0.0824,Low,44.43,1,Low,6.22,0
USER008587,Standard,45,55.71,2506.95,54,9,89.1,5,0,9,1,0.0723,Low,44.93,0,Low,4.03,0
USER008588,Basic,51,46.53,2373.03,35,7,11.5,19,2,6,0,0.0235,Low,18.65,0,Low,1.09,0
USER008589,Basic,34,45.4,1543.6,59,9,51.7,9,3,9,0,0.1675,Low,36.01,0,Low,7.6,0
USER008590,Standard,2,66.14,132.28,47,4,61.0,16,1,1,1,0.4417,Medium,36.3,0,Medium,29.21,0
USER008591,Standard,54,59.75,3226.5,40,5,17.6,18,3,6,0,0.0408,Low,21.98,1,Low,2.44,0
USER008592,Standard,18,52.6,946.8,5,9,44.0,11,3,4,0,0.045,Low,17.4,0,Low,2.37,0
USER008593,Standard,30,49.46,1483.8,58,8,44.0,18,1,8,0,0.1194,Low,35.2,0,Low,5.91,0
USER008594,Standard,31,52.31,1621.61,22,7,79.6,7,0,8,1,0.1402,Low,32.98,0,Low,7.33,0
USER008595,Premium,49,104.09,5100.41,0,4,94.9,11,3,6,1,0.523,High,31.87,1,High,54.44,1
USER008596,Basic,4,43.04,172.16,56,7,19.3,2,3,6,1,0.6965,High,23.89,0,High,29.98,0
USER008597,Basic,31,37.82,1172.42,29,6,68.4,13,2,3,1,0.2253,Medium,32.52,0,Medium,8.52,0
USER008598,Basic,57,41.38,2358.66,36,8,38.9,1,3,2,0,0.056,Low,23.07,0,Low,2.32,0
USER008599,Premium,20,123.81,2476.2,8,5,12.1,19,1,2,1,0.4087,Medium,10.53,1,Medium,50.6,0
USER008600,Basic,40,42.34,1693.6,53,6,83.0,4,1,9,0,0.1588,Low,42.9,0,Low,6.72,0
USER008601,Standard,41,73.08,2996.28,54,4,61.7,19,3,0,1,0.1859,Low,39.11,1,Low,13.59,0
USER008602,Premium,28,105.03,2940.84,56,2,48.8,6,4,9,0,0.2907,Medium,34.34,1,Medium,30.53,0
USER008603,Standard,2,58.22,116.44,20,7,54.2,6,1,0,0,0.6271,High,23.76,0,High,36.51,0
USER008604,Standard,49,61.06,2991.94,29,5,44.2,12,0,7,0,0.2454,Medium,25.56,1,Medium,14.98,0
USER008605,Basic,15,32.64,489.6,21,5,16.0,2,4,1,0,0.2811,Medium,12.1,0,Medium,9.18,0
USER008606,Basic,13,35.74,464.62,51,2,45.1,2,0,3,0,0.2081,Medium,30.33,0,Medium,7.44,0
USER008607,Basic,48,33.5,1608.0,8,9,41.5,19,2,6,0,0.2375,Medium,19.35,0,Medium,7.96,0
USER008608,Premium,55,105.09,5779.95,4,4,54.5,15,2,3,0,0.3602,Medium,21.45,1,Medium,37.85,1
USER008609,Basic,15,33.48,502.2,9,2,88.4,4,4,7,0,0.1179,Low,31.52,0,Low,3.95,0
USER008610,Basic,25,38.22,955.5,53,5,40.5,15,2,3,0,0.102,Low,31.85,0,Low,3.9,0
USER008611,Standard,13,70.6,917.8,12,7,35.6,16,0,6,0,0.0995,Low,18.38,1,Low,7.02,0
USER008612,Standard,19,64.66,1228.54,31,1,22.8,8,1,2,1,0.2118,Medium,18.84,1,Medium,13.69,0
USER008613,Basic,7,47.64,333.48,2,0,65.2,12,0,1,0,0.0411,Low,23.66,0,Low,1.96,0
USER008614,Basic,25,35.47,886.75,40,6,25.8,12,3,5,0,0.261,Medium,23.04,0,Medium,9.26,0
USER008615,Premium,1,126.96,126.96,28,3,28.1,14,0,7,1,0.811,Critical,21.03,0,Critical,102.96,0
USER008616,Basic,11,40.28,443.08,25,1,22.0,17,3,8,1,0.0644,Low,19.2,0,Low,2.59,0
USER008617,Premium,69,98.55,6799.95,18,4,85.5,18,1,2,0,0.3393,Medium,35.45,1,Medium,33.44,0
USER008618,Standard,47,58.45,2747.15,6,1,21.4,8,0,7,0,0.0547,Low,11.42,1,Low,3.2,0
USER008619,Basic,5,48.47,242.35,2,2,65.4,13,3,4,1,0.602,High,24.02,0,High,29.18,0
USER008620,Standard,26,52.6,1367.6,37,0,38.3,12,0,1,0,0.2406,Medium,26.09,0,Medium,12.66,0
USER008621,Standard,65,52.53,3414.45,44,6,90.6,1,3,0,0,0.021,Low,40.98,0,Low,1.1,0
USER008622,Basic,10,44.65,446.5,19,3,41.7,4,1,9,1,0.2432,Medium,20.61,0,Medium,10.86,0
USER008623,Premium,14,104.78,1466.92,5,7,106.6,3,4,2,1,0.3568,Medium,34.58,1,Medium,37.39,0
USER008624,Basic,43,37.84,1627.12,12,9,48.1,18,2,5,1,0.2644,Medium,22.23,0,Medium,10.0,0
USER008625,Basic,23,35.8,823.4,30,0,61.1,9,4,3,0,0.2696,Medium,30.43,0,Medium,9.65,0
USER008626,Basic,21,30.52,640.92,8,1,41.4,4,4,3,0,0.0468,Low,16.82,0,Low,1.43,0
USER008627,Basic,47,34.36,1614.92,56,1,7.6,10,3,0,1,0.2182,Medium,21.98,0,Medium,7.5,0
USER008628,Basic,37,40.65,1504.05,59,3,32.1,5,2,6,0,0.0142,Low,29.63,0,Low,0.58,0
USER008629,Basic,56,43.68,2446.08,13,3,60.2,6,1,6,0,0.1609,Low,24.46,0,Low,7.03,0
USER008630,Standard,51,76.95,3924.45,30,3,36.6,19,3,3,0,0.0284,Low,24.78,1,Low,2.19,0
USER008631,Basic,10,45.45,454.5,5,7,61.1,14,0,1,0,0.1121,Low,23.03,0,Low,5.09,0
USER008632,Standard,5,74.57,372.85,28,1,24.2,5,4,2,0,0.567,High,17.76,0,High,42.28,0
USER008633,Premium,3,124.37,373.11,18,8,103.3,13,0,5,1,0.85,Critical,39.69,0,Critical,105.71,0
USER008634,Basic,9,47.47,427.23,39,1,75.5,1,0,9,1,0.1625,Low,36.35,0,Low,7.71,0
USER008635,Premium,29,89.54,2596.66,5,4,107.7,14,4,6,1,0.5686,High,37.81,1,High,50.91,0
USER008636,Standard,30,71.96,2158.8,11,8,70.6,15,1,1,0,0.1071,Low,27.78,1,Low,7.71,0
USER008637,Standard,36,49.34,1776.24,5,7,23.0,1,3,8,0,0.2301,Medium,9.7,0,Medium,11.35,0
USER008638,Standard,57,60.96,3474.72,42,9,39.7,1,4,8,0,0.2348,Medium,25.61,1,Medium,14.31,0
