user_id,subscription_plan,tenure_months,monthly_charges,total_charges,num_logins_30d,support_tickets,avg_session_min,features_used,payment_delays,referrals_made,churned,churn_probability,risk_tier
USER008476,Basic,4,39.75,159.01,7,1,3.4,15,0,9,0,0.4991,Medium
USER008477,Premium,25,123.71,3092.78,10,9,79.8,7,0,9,0,0.5011,High
USER008478,Standard,19,72.19,1371.56,39,3,106.3,1,4,0,1,0.2531,Medium
USER008479,Basic,70,0.0,2985.83,39,4,54.9,2,2,1,1,0.1672,Low
USER008480,Basic,40,41.07,1642.71,8,7,32.6,1,2,3,0,0.153,Low
USER008481,Premium,25,86.39,2159.85,55,2,28.8,15,1,7,0,0.5589,High
USER008482,Standard,41,63.66,2610.19,55,9,18.1,16,3,2,0,0.1337,Low
USER008483,Basic,30,32.19,965.83,40,4,,18,2,1,0,0.1429,Low
USER008484,Basic,37,33.19,1228.13,23,2,20.2,18,2,1,0,0.1684,Low
USER008485,Standard,22,68.53,1507.77,39,1,93.1,15,2,9,0,0.0245,Low
USER008486,Basic,27,35.61,961.48,42,4,34.6,17,2,2,0,0.2552,Medium
USER008487,Standard,16,67.85,1085.54,23,1,114.7,9,3,1,0,0.1059,Low
USER008488,Basic,49,44.82,2196.12,28,5,86.6,15,4,4,0,0.076,Low
USER008489,Basic,36,35.0,1259.84,9,1,34.7,3,0,4,0,0.1504,Low
USER008490,Standard,32,52.11,1667.5,0,4,10.2,2,1,4,0,0.0522,Low
USER008491,Standard,22,49.47,1088.38,44,4,52.7,13,2,7,0,0.0459,Low
USER008492,Premium,48,104.15,4998.99,57,1,57.4,10,2,1,1,0.3576,Medium
USER008493,Basic,62,35.84,2222.25,25,5,81.4,1,2,2,0,0.2741,Medium
USER008494,Premium,62,101.92,6318.87,23,7,,2,4,7,0,0.412,Medium
USER008495,Basic,27,38.6,1042.2,46,8,23.7,11,3,2,0,0.2757,Medium
USER008496,Standard,19,71.37,1356.09,59,3,51.2,12,3,9,0,0.2746,Medium
USER008497,Basic,26,30.23,785.88,6,5,87.5,19,0,7,0,0.0059,Low
USER008498,Premium,13,106.45,1383.84,37,2,40.8,17,4,5,0,0.3254,Medium
USER008499,Standard,4,56.35,225.38,7,7,105.1,13,1,0,1,0.6943,High
USER008500,Basic,53,44.45,2355.84,34,7,88.1,1,0,2,0,0.2541,Medium
USER008501,Premium,35,89.59,3135.49,0,6,73.3,8,4,2,1,0.4823,Medium
USER008502,Basic,61,29.22,1782.16,22,3,39.3,14,3,0,0,0.1,Low
USER008503,Standard,43,78.68,3383.26,13,7,88.9,15,4,1,0,0.281,Medium
USER008504,Standard,42,61.65,2589.25,15,0,73.2,13,0,3,1,0.2551,Medium
USER008505,Basic,31,41.03,1272.0,19,9,15.1,19,3,7,0,0.0458,Low
USER008506,Basic,20,45.43,908.54,16,1,64.5,19,3,8,0,0.0465,Low
USER008507,Basic,62,45.09,2795.39,23,5,115.3,3,2,9,0,0.164,Low
USER008508,Standard,4,60.61,242.46,6,0,76.7,12,2,6,0,0.6684,High
USER008509,Standard,60,77.75,4665.15,48,3,54.9,10,1,8,0,0.1231,Low
USER008510,Premium,48,80.51,3864.7,4,0,7.9,12,1,5,1,0.5022,High
USER008511,Premium,61,121.21,7393.82,40,0,13.3,3,2,0,0,0.3988,Medium
USER008512,Standard,8,52.02,416.12,22,6,92.7,17,2,2,0,0.146,Low
USER008513,Standard,33,59.99,1979.79,58,5,17.6,19,0,4,0,0.0468,Low
USER008514,Basic,10,44.65,446.55,53,6,34.3,11,1,0,0,0.0617,Low
USER008515,Basic,51,33.1,1688.03,58,8,79.8,4,4,7,0,0.0851,Low
USER008516,Premium,27,104.58,2823.58,41,3,61.3,2,2,1,1,0.4235,Medium
USER008517,Premium,15,88.61,1329.09,28,9,82.4,13,2,3,0,0.4157,Medium
USER008518,Basic,54,45.47,2455.46,32,6,25.6,17,0,2,0,0.0955,Low
USER008519,Basic,69,33.59,2317.83,50,6,60.7,7,4,1,0,0.1088,Low
USER008520,Premium,16,94.76,1516.2,21,2,104.8,6,3,9,0,0.4,Medium
USER008521,Basic,23,47.15,1084.49,5,2,49.3,15,2,8,0,0.0835,Low
USER008522,Standard,38,76.63,2911.95,14,8,68.2,2,3,5,0,0.1185,Low
USER008523,Premium,8,83.31,666.48,18,0,52.0,15,1,5,1,0.5349,High
USER008524,Premium,12,125.25,1502.97,14,2,28.4,16,4,3,1,0.3573,Medium
USER008525,Standard,18,70.73,1273.09,51,7,52.3,14,3,8,0,0.1405,Low
USER008526,Basic,1,46.31,46.31,53,8,110.9,11,4,3,1,0.7018,High
USER008527,Basic,34,32.36,1100.25,49,9,88.4,16,1,0,0,0.0653,Low
USER008528,Premium,71,122.97,8730.58,16,9,23.0,4,1,9,1,0.3277,Medium
USER008529,Standard,38,63.44,2410.7,54,3,21.2,1,2,1,1,0.2029,Medium
USER008530,Premium,1,107.56,107.56,43,4,0.3,3,1,9,1,0.85,Critical
USER008531,Standard,30,60.79,1823.6,59,0,59.3,12,0,8,0,0.2139,Medium
USER008532,Standard,41,59.52,2440.5,14,1,34.9,17,2,7,0,0.2343,Medium
USER008533,Premium,2,80.57,161.14,42,9,65.3,7,2,2,0,0.7337,High
USER008534,Standard,11,74.07,814.75,19,5,74.5,3,1,0,0,0.2342,Medium
USER008535,Standard,42,55.77,2342.4,31,8,110.4,6,3,0,0,0.1769,Low
USER008536,Basic,27,37.34,1008.12,9,9,110.5,10,0,7,0,0.2496,Medium
USER008537,Standard,1,72.23,72.23,36,5,47.7,1,4,2,1,0.6036,High
USER008538,Premium,2,127.8,255.59,54,3,100.4,15,2,9,0,0.8074,Critical
USER008539,Standard,10,73.99,739.85,23,7,92.0,16,2,8,0,0.1038,Low
USER008540,Basic,55,36.6,2012.86,9,3,72.9,17,0,9,0,0.1997,Low
USER008541,Standard,39,75.05,2926.84,0,2,61.9,15,4,0,0,0.2157,Medium
USER008542,Basic,28,31.53,882.88,41,6,15.4,8,3,9,1,0.2334,Medium
USER008543,Standard,17,69.22,1176.82,32,4,82.8,4,2,9,0,0.1963,Low
USER008544,Standard,21,78.21,1642.5,59,9,77.0,2,3,4,1,0.1688,Low
USER008545,Premium,65,110.92,7209.63,36,3,22.9,6,1,5,0,0.5557,High
USER008546,Standard,6,59.51,357.03,34,3,52.6,5,4,7,0,0.0751,Low
USER008547,Premium,24,122.76,2946.18,25,8,11.9,9,3,6,0,0.3817,Medium
USER008548,Premium,16,82.46,1319.41,33,6,34.8,11,4,2,0,0.4534,Medium
USER008549,Standard,29,75.82,2198.72,26,5,39.4,1,3,0,0,0.0236,Low
USER008550,Standard,34,50.45,1715.32,1,3,60.0,7,3,5,1,0.2026,Medium
USER008551,Standard,43,76.85,3304.73,7,1,83.5,7,0,8,0,0.169,Low
USER008552,Basic,52,35.72,1857.41,13,0,101.2,3,1,5,1,0.2546,Medium
USER008553,Basic,5,33.91,169.53,0,3,46.2,6,1,1,1,0.6293,High
USER008554,Standard,11,76.8,844.79,17,7,106.6,12,0,7,0,0.166,Low
USER008555,Basic,58,35.96,2085.94,18,5,92.1,16,2,7,0,0.1447,Low
USER008556,Standard,49,66.83,3274.86,18,7,89.2,17,1,8,0,0.1338,Low
USER008557,Standard,16,57.52,920.37,8,4,65.3,16,2,0,0,0.0802,Low
USER008558,Basic,14,43.8,613.16,32,2,3.6,1,0,1,0,0.2466,Medium
USER008559,Standard,37,78.29,2896.86,39,1,37.4,15,0,0,1,0.2233,Medium
USER008560,Basic,21,42.61,894.72,38,5,107.9,6,3,8,0,0.2446,Medium
USER008561,Standard,14,78.47,1098.61,35,6,6.7,11,3,2,0,0.0564,Low
USER008562,Standard,36,62.65,2255.36,42,7,41.7,7,0,7,0,0.018,Low
USER008563,Standard,63,66.56,4192.99,59,2,85.6,5,1,4,0,0.0833,Low
USER008564,Standard,1,49.8,49.8,57,7,78.0,3,4,1,0,0.4624,Medium
USER008565,Basic,20,39.38,787.52,30,7,3.7,2,1,4,0,0.1151,Low
USER008566,Premium,16,120.58,1929.31,32,9,80.9,15,1,5,1,0.5495,High
USER008567,Basic,60,35.54,2132.11,57,7,10.5,12,0,9,0,0.0645,Low
USER008568,Standard,7,72.48,507.35,29,0,,16,1,4,0,0.0823,Low
USER008569,Basic,9,42.39,381.5,35,3,110.5,18,0,0,0,0.1492,Low
USER008570,Standard,66,62.11,4099.48,23,2,,18,2,8,0,0.0058,Low
USER008571,Standard,45,68.34,3075.47,9,7,68.1,14,2,2,0,0.0343,Low
USER008572,Premium,48,97.65,4687.35,30,3,5.5,12,4,5,0,0.5173,High
USER008573,Basic,67,43.72,2929.32,44,9,,15,3,2,1,0.2428,Medium
USER008574,Basic,65,31.46,2045.04,0,7,49.3,4,2,5,0,0.2451,Medium
USER008575,Basic,45,44.34,1995.12,43,2,,4,3,5,0,0.2407,Medium
USER008576,Premium,15,107.91,1618.59,31,9,40.6,6,1,5,0,0.3171,Medium
USER008577,Basic,52,31.02,1613.14,52,9,50.6,3,4,9,0,0.0871,Low
USER008578,Basic,17,45.83,779.08,52,8,100.0,15,0,0,0,0.0647,Low
USER008579,Premium,7,128.37,898.62,26,3,65.7,13,4,4,0,0.5686,High
USER008580,Premium,38,84.58,3214.15,47,8,108.8,3,1,9,1,0.3827,Medium
USER008581,Premium,50,108.28,5413.81,14,6,111.3,2,2,7,0,0.3117,Medium
USER008582,Standard,69,54.44,3756.36,15,1,31.0,18,0,7,0,0.2251,Medium
USER008583,Basic,64,44.42,2842.89,2,6,77.5,4,1,8,0,0.0763,Low
USER008584,Premium,16,90.86,1453.79,1,6,63.4,1,0,0,1,0.4554,Medium
USER008585,Basic,54,39.72,2144.64,52,5,6.1,4,0,5,0,0.2641,Medium
USER008586,Standard,20,75.54,1510.8,33,8,109.1,6,0,4,0,0.0824,Low
USER008587,Standard,45,55.71,2506.97,54,9,89.1,5,0,9,1,0.0723,Low
USER008588,Basic,51,46.53,2373.27,35,7,11.5,19,2,6,0,0.0235,Low
USER008589,Basic,34,45.4,1543.62,59,9,51.7,9,3,9,0,0.1675,Low
USER008590,Standard,2,66.14,132.28,47,4,61.0,16,1,1,1,0.4417,Medium
USER008591,Standard,54,59.75,3226.56,40,5,17.6,18,3,6,0,0.0408,Low
USER008592,Standard,18,52.6,946.75,5,9,44.0,11,3,4,0,0.045,Low
USER008593,Standard,30,49.46,1483.91,58,8,44.0,18,1,8,0,0.1194,Low
USER008594,Standard,31,52.31,1621.54,22,7,79.6,7,0,8,1,0.1402,Low
USER008595,Premium,49,104.09,5100.25,0,4,94.9,11,3,6,1,0.523,High
USER008596,Basic,4,43.04,172.18,56,7,19.3,2,3,6,1,0.6965,High
USER008597,Basic,31,37.82,1172.39,29,6,68.4,13,2,3,1,0.2253,Medium
USER008598,Basic,57,41.38,2358.93,36,8,38.9,1,3,2,0,0.056,Low
USER008599,Premium,20,123.81,2476.29,8,5,12.1,19,1,2,1,0.4087,Medium
USER008600,Basic,40,42.34,1693.46,53,6,83.0,4,1,9,0,0.1588,Low
USER008601,Standard,41,73.08,2996.18,54,4,61.7,19,3,0,1,0.1859,Low
USER008602,Premium,28,105.03,2940.75,56,2,48.8,6,4,9,0,0.2907,Medium
USER008603,Standard,2,58.22,116.43,20,7,54.2,6,1,0,0,0.6271,High
USER008604,Standard,49,61.06,2992.04,29,5,44.2,12,0,7,0,0.2454,Medium
USER008605,Basic,15,32.64,489.58,21,5,16.0,2,4,1,0,0.2811,Medium
USER008606,Basic,13,35.74,464.65,51,2,45.1,2,0,3,0,0.2081,Medium
USER008607,Basic,48,33.5,1607.83,8,9,41.5,19,2,6,0,0.2375,Medium
USER008608,Premium,55,105.09,5779.91,4,4,54.5,15,2,3,0,0.3602,Medium
USER008609,Basic,15,33.48,502.2,9,2,88.4,4,4,7,0,0.1179,Low
USER008610,Basic,25,38.22,955.6,53,5,40.5,15,2,3,0,0.102,Low
USER008611,Standard,13,70.6,917.81,12,7,35.6,16,0,6,0,0.0995,Low
USER008612,Standard,19,64.66,1228.55,31,1,22.8,8,1,2,1,0.2118,Medium
USER008613,Basic,7,47.64,333.47,2,0,65.2,12,0,1,0,0.0411,Low
USER008614,Basic,25,35.47,886.83,40,6,25.8,12,3,5,0,0.261,Medium
USER008615,Premium,1,126.96,126.96,28,3,28.1,14,0,7,1,0.811,Critical
USER008616,Basic,11,40.28,443.03,25,1,22.0,17,3,8,1,0.0644,Low
USER008617,Premium,69,98.55,6799.69,18,4,85.5,18,1,2,0,0.3393,Medium
USER008618,Standard,47,58.45,2747.03,6,1,21.4,8,0,7,0,0.0547,Low
USER008619,Basic,5,48.47,242.37,2,2,65.4,13,3,4,1,0.602,High
USER008620,Standard,26,52.6,1367.59,37,0,38.3,12,0,1,0,0.2406,Medium
USER008621,Standard,65,52.53,3414.46,44,6,90.6,1,3,0,0,0.021,Low
USER008622,Basic,10,44.65,446.49,19,3,41.7,4,1,9,1,0.2432,Medium
USER008623,Premium,14,104.78,1466.89,5,7,106.6,3,4,2,1,0.3568,Medium
USER008624,Basic,43,37.84,1627.11,12,9,48.1,18,2,5,1,0.2644,Medium
USER008625,Basic,23,35.8,823.42,30,0,,9,4,3,0,0.2696,Medium
USER008626,Basic,21,30.52,640.95,8,1,41.4,4,4,3,0,0.0468,Low
USER008627,Basic,47,34.36,1615.06,56,1,7.6,10,3,0,1,0.2182,Medium
USER008628,Basic,37,40.65,1504.18,59,3,32.1,5,2,6,0,0.0142,Low
USER008629,Basic,56,43.68,2445.91,13,3,60.2,6,1,6,0,0.1609,Low
USER008630,Standard,51,76.95,3924.57,30,3,36.6,19,3,3,0,0.0284,Low
USER008631,Basic,10,45.45,454.45,5,7,,14,0,1,0,0.1121,Low
USER008632,Standard,5,74.57,372.84,28,1,24.2,5,4,2,0,0.567,High
USER008633,Premium,3,124.37,373.12,18,8,103.3,13,0,5,1,0.85,Critical
USER008634,Basic,9,47.47,427.19,39,1,75.5,1,0,9,1,0.1625,Low
USER008635,Premium,29,89.54,2596.67,5,4,107.7,14,4,6,1,0.5686,High
USER008636,Standard,30,71.96,2158.68,11,8,70.6,15,1,1,0,0.1071,Low
USER008637,Standard,36,49.34,1776.35,5,7,23.0,1,3,8,0,0.2301,Medium
USER008638,Standard,57,60.96,3474.8,42,9,39.7,1,4,8,0,0.2348,Medium
USER008639,Basic,68,36.36,2472.27,45,9,67.1,8,1,0,0,0.2246,Medium
USER008640,Basic,34,41.08,1396.87,54,6,100.4,2,2,6,0,0.073,Low
USER008641,Basic,35,39.61,1386.22,21,0,20.8,14,0,6,1,0.238,Medium
USER008642,Premium,40,95.31,3812.34,0,0,66.9,10,3,4,0,0.3036,Medium
USER008643,Premium,6,97.46,584.76,10,3,30.9,10,4,5,1,0.3037,Medium
USER008644,Basic,27,47.94,1294.35,7,2,1.7,15,0,8,0,0.0814,Low
USER008645,Standard,31,69.81,2164.02,12,4,20.4,19,1,4,0,0.1069,Low
USER008646,Basic,59,44.39,2618.84,31,3,100.9,6,1,6,0,0.1844,Low
USER008647,Premium,53,113.22,6000.85,59,0,,15,2,0,0,0.4197,Medium
USER008648,Premium,22,120.68,2654.92,29,4,19.2,15,3,1,0,0.4458,Medium
USER008649,Premium,26,128.65,3345.0,45,9,82.6,7,1,5,0,0.4353,Medium
USER008650,Basic,20,46.54,930.73,8,5,94.8,9,4,1,0,0.232,Medium
USER008651,Premium,51,103.33,5269.66,25,2,90.6,8,1,1,0,0.3766,Medium
USER008652,Standard,5,49.67,248.33,50,6,24.7,19,1,8,1,0.6382,High
USER008653,Basic,68,38.36,2608.67,9,3,58.3,10,3,9,0,0.0047,Low
USER008654,Premium,22,94.6,2081.28,25,9,57.0,16,4,9,0,0.3674,Medium
USER008655,Basic,54,38.93,2102.14,20,7,33.1,18,4,2,0,0.08,Low
USER008656,Basic,47,46.72,2195.97,15,9,40.7,10,0,9,0,0.1424,Low
USER008657,Basic,56,36.81,2061.22,35,8,82.9,2,1,9,0,0.254,Medium
USER008658,Premium,13,90.94,1182.17,54,1,91.9,13,4,9,1,0.3831,Medium
USER008659,Standard,70,65.97,4617.74,0,7,76.8,13,4,3,0,0.1253,Low
USER008660,Standard,49,73.05,3579.31,42,9,110.1,19,3,0,0,0.2607,Medium
USER008661,Basic,20,39.76,795.15,41,0,14.7,3,4,9,0,0.0817,Low
USER008662,Premium,53,88.62,4696.94,3,3,2.8,2,4,5,0,0.4299,Medium
USER008663,Basic,36,44.45,1600.06,52,7,0.9,18,1,5,0,0.1515,Low
USER008664,Premium,57,122.0,6953.97,35,6,10.2,19,4,7,0,0.437,Medium
USER008665,Standard,57,52.37,2984.82,31,8,82.1,11,1,8,0,0.0834,Low
USER008666,Basic,67,37.97,2544.31,14,3,103.9,3,0,9,0,0.1874,Low
USER008667,Standard,21,68.09,1429.97,17,1,36.9,5,1,2,0,0.2032,Medium
USER008668,Basic,10,32.98,329.77,47,3,51.9,5,0,2,0,0.1686,Low
USER008669,Basic,30,34.76,1042.92,18,1,24.3,17,0,5,0,0.0215,Low
USER008670,Basic,67,43.8,2934.62,35,2,39.4,15,1,3,0,0.0694,Low
USER008671,Standard,34,71.64,2435.76,39,6,59.0,19,3,0,1,0.1826,Low
USER008672,Basic,71,36.13,2565.58,51,1,113.7,15,3,1,0,0.0303,Low
USER008673,Standard,56,56.68,3174.25,25,9,,13,4,8,0,0.0245,Low
USER008674,Premium,54,93.9,5070.46,16,0,116.8,8,2,3,0,0.3799,Medium
USER008675,Standard,35,74.44,2605.36,9,3,29.7,3,0,8,0,0.0099,Low
USER008676,Standard,51,53.34,2720.1,36,2,44.8,13,3,1,0,0.09,Low
USER008677,Basic,28,37.05,1037.42,22,4,68.5,10,3,6,0,0.2384,Medium
USER008678,Basic,27,30.01,810.22,26,8,66.3,12,0,2,0,0.0252,Low
USER008679,Basic,2,32.06,64.12,32,5,67.1,16,1,8,1,0.479,Medium
USER008680,Basic,46,31.64,1455.26,58,8,2.4,11,2,5,0,0.1117,Low
USER008681,Premium,65,126.95,8251.71,44,2,118.1,17,4,8,1,0.4557,Medium
USER008682,Premium,40,99.9,3995.89,25,5,77.9,9,2,0,1,0.5583,High
USER008683,Premium,39,81.63,3183.65,7,1,118.5,12,3,8,1,0.4672,Medium
USER008684,Standard,15,65.64,984.62,29,3,44.8,14,3,4,0,0.0133,Low
USER008685,Premium,48,127.59,6124.5,27,6,3.7,13,4,5,0,0.4236,Medium
USER008686,Premium,51,79.8,4070.05,7,3,114.3,7,2,2,0,0.1086,Low
USER008687,Premium,45,93.65,4214.38,35,3,47.8,14,0,2,1,0.4287,Medium
USER008688,Basic,56,39.21,2195.77,15,3,104.1,6,2,2,0,0.218,Medium
USER008689,Premium,42,97.84,4109.34,1,6,13.4,4,1,0,1,0.4004,Medium
USER008690,Premium,10,122.01,1220.05,48,4,86.5,1,3,1,0,0.3048,Medium
USER008691,Premium,19,118.65,2254.42,55,0,42.7,8,1,7,0,0.4663,Medium
USER008692,Premium,62,84.83,5259.57,16,6,39.1,4,3,4,0,0.3396,Medium
USER008693,Standard,41,64.97,2663.83,46,6,,7,0,4,0,0.1119,Low
USER008694,Premium,55,83.0,4564.86,42,3,74.9,15,0,9,0,0.4919,Medium
USER008695,Standard,71,53.93,3829.04,28,4,72.3,5,4,9,0,0.1849,Low
USER008696,Standard,14,51.46,720.5,10,7,115.6,6,0,5,0,0.2488,Medium
USER008697,Standard,8,65.39,523.11,27,3,29.1,7,3,1,0,0.0395,Low
USER008698,Basic,30,37.6,1128.14,51,7,105.8,1,4,0,0,0.0009,Low
USER008699,Standard,29,50.2,1455.68,58,5,71.4,2,1,5,0,0.1717,Low
USER008700,Standard,52,71.16,3700.57,1,4,42.7,14,0,7,0,0.1082,Low
USER008701,Standard,1,52.81,52.81,41,2,92.6,14,0,7,0,0.6603,High
USER008702,Standard,23,65.54,1507.36,4,5,101.2,16,4,4,0,0.2582,Medium
USER008703,Basic,60,29.72,1783.37,55,0,114.1,3,4,9,0,0.241,Medium
USER008704,Basic,53,36.07,1911.62,50,2,53.1,4,2,0,0,0.2108,Medium
USER008705,Premium,9,101.39,912.51,43,8,2.2,13,1,0,1,0.2971,Medium
USER008706,Basic,70,30.48,2133.45,22,9,114.0,1,0,8,0,0.1118,Low
USER008707,Standard,49,54.12,2652.12,31,1,26.3,4,0,2,1,0.0931,Low
USER008708,Premium,65,91.72,5961.85,2,2,18.1,11,4,3,0,0.5075,High
USER008709,Basic,63,45.19,2846.98,31,0,66.5,15,4,6,0,0.2543,Medium
USER008710,Basic,40,45.01,1800.56,1,7,83.6,7,2,9,0,0.0839,Low
USER008711,Basic,46,46.86,2155.74,59,2,27.4,19,2,5,1,0.1735,Low
USER008712,Standard,69,78.97,5448.99,23,2,100.3,14,4,6,0,0.0891,Low
USER008713,Basic,44,46.66,2053.07,31,6,34.0,17,1,2,0,0.2647,Medium
USER008714,Standard,59,74.52,4396.76,26,2,7.6,3,4,3,0,0.1633,Low
USER008715,Basic,46,45.05,2072.32,51,6,85.8,11,1,4,0,0.1577,Low
USER008716,Standard,18,70.22,1263.98,36,9,4.4,1,0,9,1,0.2237,Medium
USER008717,Standard,21,52.31,1098.55,3,3,78.7,14,0,7,0,0.2233,Medium
USER008718,Standard,40,68.45,2737.88,41,6,71.3,7,2,1,0,0.1043,Low
USER008719,Basic,15,42.55,638.24,0,6,70.9,4,1,3,1,0.066,Low
USER008720,Basic,49,31.13,1525.4,17,1,87.5,5,4,8,0,0.0719,Low
USER008721,Standard,38,61.6,2340.92,25,2,16.4,18,0,2,0,0.2669,Medium
USER008722,Basic,45,36.58,1646.01,6,0,66.5,3,2,5,1,0.1786,Low
USER008723,Standard,47,65.44,3075.72,1,4,18.4,9,4,3,0,0.0184,Low
USER008724,Standard,30,55.06,1651.92,58,4,75.1,18,0,6,0,0.0779,Low
USER008725,Standard,44,51.22,2253.84,28,1,19.0,18,4,8,0,0.2398,Medium
USER008726,Basic,32,40.72,1303.18,56,4,51.7,16,1,1,0,0.212,Medium
USER008727,Basic,47,48.45,2277.17,52,0,68.0,10,1,8,0,0.116,Low
USER008728,Basic,15,36.07,541.06,40,9,43.7,18,2,3,0,0.2104,Medium
USER008729,Standard,1,56.25,56.25,36,8,43.1,14,2,5,1,0.4895,Medium
USER008730,Premium,24,88.66,2127.79,51,0,18.7,18,3,8,1,0.3106,Medium
USER008731,Standard,26,49.98,1299.55,37,5,119.8,13,4,7,0,0.0533,Low
USER008732,Basic,29,40.07,1162.02,34,8,71.0,8,2,0,0,0.2114,Medium
USER008733,Basic,67,48.37,3240.77,31,5,12.1,13,1,9,0,0.0151,Low
USER008734,Premium,70,104.64,7324.96,33,6,69.1,5,0,9,0,0.4166,Medium
USER008735,Standard,38,73.21,2781.87,29,5,27.1,17,2,1,0,0.1999,Low
USER008736,Premium,60,108.22,6493.11,24,9,98.2,3,1,5,0,0.3058,Medium
USER008737,Standard,16,66.38,1062.07,55,4,6.8,9,0,9,1,0.0691,Low
USER008738,Standard,46,75.87,3489.8,50,5,56.4,9,3,3,0,0.1164,Low
USER008739,Standard,60,58.11,3486.59,13,9,18.1,17,0,2,0,0.1429,Low
USER008740,Basic,52,43.9,2282.98,0,2,109.1,18,0,9,0,0.1545,Low
USER008741,Basic,38,43.03,1635.26,56,0,3.3,16,1,6,0,0.2609,Medium
USER008742,Basic,32,33.34,1066.77,56,9,69.1,3,2,3,0,0.234,Medium
USER008743,Standard,53,64.39,3412.64,56,6,,17,2,1,0,0.1682,Low
USER008744,Premium,42,90.54,3802.55,50,3,29.2,15,1,5,0,0.2979,Medium
USER008745,Basic,67,35.56,2382.2,43,7,,11,2,3,0,0.2752,Medium
USER008746,Basic,8,37.15,297.22,59,7,62.2,17,1,4,0,0.1889,Low
USER008747,Basic,8,41.41,331.25,44,7,20.9,15,0,0,1,0.2478,Medium
USER008748,Basic,52,42.39,2204.28,36,4,15.4,17,0,8,0,0.1662,Low
USER008749,Standard,9,63.38,570.43,16,0,41.0,19,1,6,1,0.1443,Low
USER008750,Standard,44,56.7,2494.83,54,6,54.1,1,2,3,1,0.2654,Medium
USER008751,Basic,7,34.72,243.06,7,1,111.1,14,2,3,0,0.1588,Low
USER008752,Basic,5,31.3,156.48,29,4,87.1,4,0,5,1,0.5386,High
USER008753,Basic,58,40.3,2337.16,4,0,42.5,4,1,2,0,0.176,Low
USER008754,Standard,63,74.01,4662.73,11,1,34.1,1,3,6,0,0.2534,Medium
USER008755,Standard,46,61.68,2837.5,58,7,104.4,6,4,9,0,0.1973,Low
USER008756,Standard,20,77.64,1552.88,53,1,73.1,6,0,9,0,0.1024,Low
USER008757,Basic,33,47.99,1583.62,2,1,78.3,3,4,2,0,0.0966,Low
USER008758,Basic,64,38.55,2467.29,7,2,89.1,6,2,8,0,0.025,Low
USER008759,Basic,24,41.81,1003.33,4,5,18.2,18,2,2,0,0.2495,Medium
USER008760,Premium,8,114.8,918.37,14,7,93.2,17,4,0,0,0.2977,Medium
USER008761,Standard,52,77.78,4044.72,59,3,1.1,18,3,7,0,0.0946,Low
USER008762,Basic,29,39.3,1139.81,14,0,43.0,4,2,8,0,0.2745,Medium
USER008763,Basic,64,46.67,2987.03,59,0,96.2,2,1,5,0,0.2137,Medium
USER008764,Basic,35,31.89,1115.98,19,1,42.0,5,0,7,0,0.2816,Medium
USER008765,Standard,7,60.42,422.91,4,4,95.5,19,3,0,0,0.0982,Low
USER008766,Premium,18,99.2,1785.64,6,3,11.5,13,3,1,1,0.4614,Medium
USER008767,Premium,55,102.36,5629.65,57,1,9.0,15,0,1,1,0.4281,Medium
USER008768,Basic,11,40.55,446.01,54,1,3.2,19,2,5,0,0.0625,Low
USER008769,Basic,47,35.84,1684.57,36,1,25.2,1,2,7,0,0.2597,Medium
USER008770,Premium,49,125.43,6145.87,1,9,,9,3,2,0,0.4562,Medium
USER008771,Standard,62,77.39,4798.28,46,1,58.6,5,2,5,1,0.242,Medium
USER008772,Basic,58,46.93,2721.69,55,0,29.3,11,2,6,0,0.0828,Low
USER008773,Standard,35,58.42,2044.63,39,8,89.0,10,3,5,0,0.0415,Low
USER008774,Basic,55,35.79,1968.41,54,8,2.2,13,2,1,0,0.1232,Low
USER008775,Standard,33,71.0,2342.98,54,7,43.4,17,4,7,0,0.1242,Low
USER008776,Premium,56,79.97,4478.05,19,4,51.1,8,3,1,0,0.2819,Medium
USER008777,Standard,62,61.68,3824.42,35,8,62.6,16,1,5,0,0.0554,Low
USER008778,Standard,62,55.99,3471.35,11,3,86.6,6,3,0,0,0.2735,Medium
USER008779,Standard,17,64.1,1089.62,10,5,99.5,9,3,1,0,0.0299,Low
USER008780,Basic,69,32.73,2258.37,2,8,6.9,10,1,0,0,0.2335,Medium
USER008781,Basic,71,0.0,2419.38,45,5,10.7,18,1,3,0,0.0494,Low
USER008782,Standard,65,70.25,4566.11,29,2,74.9,9,4,1,0,0.2064,Medium
USER008783,Basic,5,47.2,235.98,59,4,101.3,6,1,6,0,0.7041,High
USER008784,Standard,21,63.4,1331.38,55,6,6.8,2,0,6,0,0.0271,Low
USER008785,Standard,38,56.22,2136.54,30,9,59.0,17,3,8,0,0.028,Low
USER008786,Basic,15,42.86,642.91,31,5,59.7,2,2,2,0,0.1873,Low
USER008787,Standard,9,71.28,641.55,46,9,42.8,18,0,2,0,0.1075,Low
USER008788,Basic,34,46.92,1595.44,15,8,46.8,4,1,8,1,0.1932,Low
USER008789,Basic,4,47.72,190.88,28,7,115.2,12,4,7,1,0.506,High
USER008790,Basic,19,40.66,772.57,44,9,56.9,1,0,8,0,0.2632,Medium
USER008791,Basic,55,29.81,1639.34,4,4,117.3,16,4,1,1,0.1554,Low
USER008792,Basic,12,35.34,424.12,32,8,28.8,2,1,3,0,0.2605,Medium
